password,strength_label,crack_time_seconds
laugh373,weak,0.0001744
factor329@,weak,0.003243
myself978,weak,0.000044
"f^e6"">CG""+7f~!0",strong,100000.0000000001
(m/'~i_P,weak,0.0100000001
notice442@,weak,0.001553
2wjdB0L^h`tyLx;,strong,100000.0000000001
TK<L}c[E+C,medium,1.0000000001
EO#m$k.?ES'e1|65C-;,strong,1000000000.0000000001
nearly575@,weak,0.001595
station272,weak,0.000027
activity78!,weak,0.0002014
"+,QM'1op_no,g}eF\b_",strong,1000000000.0000000001
c3~>K)&%cO*e5;j5L,strong,10000000.0000000001
mp;jxLG}a^nKH,strong,1000.0000000001
risk498!,weak,0.001501
by755!,weak,0.0001000001
"cM[aU05`,Yv{|",strong,1000.0000000001
history719,weak,0.0000202
$sJfWtcq9N@%i`KD?,strong,10000000.0000000001
nQCUl[$VO[;x(Mx/r8|,strong,1000000000.0000000001
thousand265@,weak,0.001233
unit709@,weak,0.001209
collection482!,weak,0.001207
speech589,weak,0.000189115199999999998453859007
throw834!,weak,0.000985
Eu5d;62h#(1_M&OO,strong,1000000.0000000001
"E3BM^*""E@ff",strong,10.0000000001
"?rR6G[Cf#sE;^x,d[zW}",strong,10000000000.0000000001
member409@,weak,0.000303
wind3,weak,0.000003167
trial497!,weak,0.001809
:^2y|XLdsjekvzZ+A[,strong,100000000.0000000001
per412,weak,0.00005632799999999999954525264912
rock746@,weak,0.000719
%AUbTJx%dD,medium,1.0000000001
something368@,weak,0.000133
42Sfg=gj~92y+b2QMis,strong,1000000000.0000000001
measure547#,weak,0.0007402
above577!,weak,0.000971
"""7;54h(j",weak,0.0100000001
nothing307@,weak,0.000219
social872!,weak,0.000643
:q3Uw[/kk),medium,1.0000000001
both782@,weak,0.000177
h'pOfnG%ve^,strong,10.0000000001
account992#,weak,0.002267
Aliii&\T4ylf9,strong,300.01
i4X?WJGHflM##rt![,strong,10000000.0000000001
PAkSN->Hu,medium,0.1000000001
condition291!,weak,0.001843
simple47#,weak,0.0000916
ask320@,weak,0.000371
"28a={rBBd)._I,-",strong,100000.0000000001
good492@,weak,0.000103
nature709#,weak,0.001473
arrive566#,weak,0.001227
entire562,weak,0.0001044633599999999991496224538
doctor541!,weak,0.0003862
glass223,weak,0.0001138
number39@,weak,0.0000234
=On/>9_5ig;)MgYf&A,strong,100000000.0000000001
"WY*:f,[eOC`Nn7Q7",strong,1000000.0000000001
short485@,weak,0.000611
=xKPUrA(q,medium,0.0568
great410,weak,0.000022393493333333333157497691
lot285#,weak,0.000287
though647#,weak,0.000599
that55#,weak,0.000011
5A5;.M0W<uBO-!,strong,10000.0000000001
free851@,weak,0.000679
k#CZZ^|TmePV{zrxV&8-,strong,10000000000.0000000001
<cP)J!hBG@uL{nF/9,strong,10000000.0000000001
",r!3d8r'W_aoca8z",strong,1000000.0000000001
little843,weak,0.0000152
choose380@,weak,0.001819
game973@,weak,0.000243
]BxThz0*s^R$?5-Mlny,strong,1000000000.0000000001
aGtn.Hu@b,medium,0.1000000001
himself692!,weak,0.000753
popular54,weak,0.00000437
catch953@,weak,0.001069
d'hB^/BB_,medium,0.1000000001
nothing775@,weak,0.000219
know727@,weak,0.000101
OPIA(jjs-B]kK;0<k3#,strong,1000000000.0000000001
break258!,weak,0.000651
than507,weak,0.0000164
standard719!,weak,0.001129
9t<)|O9^Jq|b0r7l(9G`,strong,10000000000.0000000001
%*L2m<x/8?eLY,strong,1000.0000000001
[zqy'i!_qQ!j,strong,100.0000000001
"qQkATzi%e@-oT""",strong,10000.0000000001
project862@,weak,0.000665
visit73!,weak,0.0001566
claim502@,weak,0.000461
class595!,weak,0.000569
important890#,weak,0.000609
kitchen584!,weak,0.0010866
energy470#,weak,0.001149
">JPaR""O!:!/",strong,10.0000000001
{1hE#N}LC<4wG,strong,1000.0000000001
sing807,weak,0.0001782
n`9WSa)L`?|:%:'7l/6,strong,1000000000.0000000001
agreement679,weak,0.0001982
speech401#,weak,0.002041
girl658@,weak,0.000403
quality49#,weak,0.0001772
plan628!,weak,0.000745
EDM&f2b]2DT,strong,10.0000000001
determine689#,weak,0.003689
how361!,weak,0.000101
evidence854!,weak,0.001281
begin899!,weak,0.001725
7)`f3&0Bb4*<U,strong,1000.0000000001
Inb]%|~Rk1c<E:j!7y8,strong,1000000000.0000000001
ago12!,weak,0.0000602
range574!,weak,0.000837
~*f/Igl;djbv:,strong,1000.0000000001
practice623!,weak,0.001297
series80#,weak,0.000021
"JS!,[?zYE",medium,0.1000000001
management316!,weak,0.000983
begin722@,weak,0.001725
db=J?zOnDw,medium,1.0000000001
high590!,weak,0.000183
-}=lp&nTWJqq,strong,100.0000000001
sign562,weak,0.00006012
0J1T&h$WN@,medium,1.0000000001
above767!,weak,0.000971
life970@,weak,0.000217
seek914!,weak,0.001001
hope866!,weak,0.000391
g1vS[|A+;g,medium,1.0000000001
{JX;tOo~i/S_;(|@R,strong,10000000.0000000001
work410@,weak,0.000215
W/\/n_`{,weak,0.0100000001
mission523!,weak,0.0012052
discuss148,weak,0.0001487257599999999987858245731
family883!,weak,0.000189
07)VF`^C}#/^JJChM,strong,10000000.0000000001
kq8y2GQk,weak,0.0100000001
"oo^eqa0m""t",medium,1.0000000001
"*sutxQT<;}""HUQh",strong,100000.0000000001
&ErdFyP3Bp>,strong,10.0000000001
^3XVP6/m,weak,0.0100000001
source239,weak,0.0001414
religious346#,weak,0.001341
"!'""&e8(~l*C+9vI1?vQN",strong,10000000000.0000000001
2Ot}hTmtI,medium,0.1000000001
{LlBIG@%Hu{T`bJ,strong,100000.0000000001
|eQ~n}-k,weak,0.0100000001
{H2o'?E:8sETI+!){*,strong,100000000.0000000001
"/!ErDN,\v^N9UJw",strong,100000.0000000001
"%vT~Ah~yv""3Az$s&t",strong,10000000.0000000001
*`sdT^M_pV;~5,strong,1000.0000000001
away806@,weak,0.000241
q$));8_t7&F1=4J(U,strong,10000000.0000000001
single207#,weak,0.000365
Qw=lijf0vMkHhN1~}P,strong,100000000.0000000001
X;DtYJKGXd,medium,1.0000000001
million546@,weak,0.000503
leg50,weak,0.000005796
put751@,weak,0.000259
?x$:6%ahjOs{@MD,strong,100000.0000000001
i9`9!WZgM,medium,0.1000000001
zJHO;p/s90/)fK|1`-,strong,100000000.0000000001
MOx%2ifcqb>UTs$Qy+%,strong,936000000.01
tPu2/z2`g<{IsNQ6*,strong,10000000.0000000001
y|;o1X28Y'<Mz,strong,1000.0000000001
statement452!,weak,0.002417
cultural316@,weak,0.001409
certain808!,weak,0.001457
game354#,weak,0.000243
Kg@'_+z5,weak,0.0100000001
never21#,weak,0.000016
-<`YLW{XF<n/,strong,100.0000000001
conference597!,weak,0.001025
"@a%,Q?Qt.",medium,0.1000000001
stand591!,weak,0.0006698
against1@,weak,0.00000302
table740,weak,0.0001182
07arfY>pPE[T,strong,100.0000000001
miss155!,weak,0.000539
possible186,weak,0.0000902
"?5H(/C$A,-7gv^T&Wb",strong,100000000.0000000001
x11+?]88rH=9r&xwu,strong,10000000.0000000001
I111@,weak,0.0000100001
feeling808#,weak,0.000641
explain751!,weak,0.000937
t*:&9QmBi(VP772en*,strong,100000000.0000000001
:Qe:Qf$uhkjWVp9\VP]',strong,10000000000.0000000001
guy725#,weak,0.000269
energy963@,weak,0.001149
"5,%_y4vr%nqzi|ljkP$",strong,1000000000.0000000001
care625,weak,0.00002903285333333333310292800888
RBr6=MbAmUOr3B`oN,strong,10000000.0000000001
site745#,weak,0.000605
loss417,weak,0.0001486
R9L!NS=h#!tQi.~kPv,strong,100000000.0000000001
"F""}'<,u!",weak,0.0100000001
UT&qptH$0H-:z4wInKu],strong,10000000000.0000000001
N:5ms9J],weak,0.0100000001
organization668#,weak,0.000959
blood743,weak,0.0000864
wcR`U?K@;)7ey[<>ZyRk,strong,10000000000.0000000001
@NA5.7.ynX[D,strong,100.0000000001
move291@,weak,0.000527
"D-^df%u,rJ~=+N|g*N",strong,100000000.0000000001
feel190!,weak,0.000245
TOK'CuVm?b+^Se,strong,10000.0000000001
4OmB\`BaVcz%&c~BfBpP,strong,10000000000.0000000001
phYrJZ/C7xtlrp3AnR+,strong,1000000000.0000000001
begin363@,weak,0.001725
W]PSYp~}mU,medium,1.0000000001
true848!,weak,0.000509
4\2rbYN`Tv99+0l=D1A,strong,1000000000.0000000001
everyone675#,weak,0.000623
ground437!,weak,0.001001
maintain104@,weak,0.003475
guess562!,weak,0.000303
everybody742@,weak,0.000629
LsQqM{mtt-wa4,strong,1000.0000000001
"rQG<JHG,<w5C&&iAGR",strong,100000000.0000000001
"5""sb;xD(",weak,0.0100000001
vBD6`m>FxIb0nXXu,strong,1000000.0000000001
say351#,weak,0.000137
audience880#,weak,0.002575
kW&ZL4[%<,medium,0.1000000001
Hr4C.f`'$J_vV7,strong,10000.0000000001
office815@,weak,0.000567
hear66!,weak,0.0000338
77{k^`!Ni7YC)y#m@!,strong,100000000.0000000001
worker265#,weak,0.004139
"9""RKA6@sl2uD9LaS(}5",strong,1000000000.0000000001
m`y*sd|z#9v,strong,10.0000000001
#>0;<8k+qC,medium,1.0000000001
QD%NE8){WlI6^z,strong,10000.0000000001
p-Nq{aT%,weak,0.0100000001
head539!,weak,0.0004274
-IDCxE]gp,medium,0.1000000001
a'Je6ziWe,medium,0.1000000001
hand683,weak,0.0000668
TfJ)'f;r5`7OUd%?!0,strong,100000000.0000000001
j<KQwr`oa,medium,0.1000000001
>c|$MG0`,weak,0.0100000001
[OD]<z[hjc,medium,1.0000000001
their148,weak,0.00001022133333333333325754210819
.-DX?y3I.'t,strong,10.0000000001
gas196#,weak,0.0010000001
<o4k`v:eW=F,strong,10.0000000001
i5Z'e8E0{;Z,strong,10.0000000001
-PPkub1+~*xik`S,strong,100000.0000000001
suggest977,weak,0.0002166
put550@,weak,0.000259
"|<:&)b""p@@",medium,1.0000000001
together331#,weak,0.000317
u=tWXLrm*p!,strong,10.0000000001
=|V9`l2kP>:Qc.>,strong,100000.0000000001
member987@,weak,0.000303
lKU]U)T3yr=1eC,strong,10000.0000000001
]OS$3F;aebvxu2u<;*,strong,100000000.0000000001
@(\y[M{}C|&Wh%*V],strong,10000000.0000000001
century423@,weak,0.000309
fish122,weak,0.000071
agent241@,weak,0.001613
power732,weak,0.0000488
Wv?Rm<f0t1,medium,1.0000000001
experience118@,weak,0.001609
matter843!,weak,0.000429
control993@,weak,0.000667
job52,weak,0.00000514
M'.-eM)Y,weak,0.0100000001
think559@,weak,0.000101
hard703#,weak,0.000461
everyone377!,weak,0.000623
above849!,weak,0.000971
"(\EXIC%jy""RdKOE6",strong,1000000.0000000001
~`W>d6t[,weak,0.0100000001
OBdoa0jyyYb,strong,10.0000000001
a)-dHl[gd'<5|eb&,strong,1000000.0000000001
QwXxqQ+FAN}bI,strong,1000.0000000001
uc#6H>$f4zf:%C[Wi0k+,strong,10000000000.0000000001
<e\9t~tV3-,medium,1.0000000001
story243@,weak,0.000633
local765#,weak,0.000341
safe779@,weak,0.000809
"kf*;M""EcuC""",strong,10.0000000001
KJh:[B0USj,medium,1.0000000001
"FhV,%|30g-(EzC2ZO:",strong,100000000.0000000001
"',""U""xOsk/Pq-pv(/",strong,10000000.0000000001
"57(2}c^,\ieu0R,p",strong,1000000.0000000001
~$a=~725MM<<p5K,strong,100000.0000000001
",o*_27,A[Xb,n",strong,1000.0000000001
explain738,weak,0.0000946
g\JUsepr&,medium,0.1000000001
"Tvg*zTfL""",medium,0.1000000001
"s$'He(,=;Y+j",strong,100.0000000001
morning926@,weak,0.000489
participant923@,weak,0.009745
open378@,weak,0.000607
wall769,weak,0.0000988
JL&wt%mH'\F5v~YX,strong,1000000.0000000001
manage188#,weak,0.002731
may855@,weak,0.000101
at321#,weak,0.0001000001
until358@,weak,0.000205
miss368#,weak,0.000539
decade30,weak,0.00003394
Qa:?muTlcX,medium,1.0000000001
research87,weak,0.00000352
school308@,weak,0.000101
N!;@v8-X\{&o{&,strong,10000.0000000001
F8564d>&mtJODP8~Wy,strong,100000000.0000000001
5a\+lUirmU[OlC,strong,10000.0000000001
5raCC/I>+vN?wB71H,strong,10000000.0000000001
history192@,weak,0.000193
quickly282@,weak,0.001857
"M|ZlIUQ3QHe|?;""Z<j:",strong,1000000000.0000000001
"7B8j\iw!5""Vr=zC;W>Z",strong,1000000000.0000000001
n<U[UI*:+T3yb*s;l/D,strong,1000000000.0000000001
game890!,weak,0.000243
focus318,weak,0.000207
answer871#,weak,0.000711
where12#,weak,0.0000122
benefit259#,weak,0.003019
Yr{??*C)l`+B,strong,100.0000000001
"g|$U*(0J/Pd;,4RP5.ZA",strong,10000000000.0000000001
thing789@,weak,0.000171
pu'vS[eQ2[,medium,1.0000000001
"FH>-U@C]VCnSOKnS""E",strong,93600000.01
else96!,weak,0.0000346
"nu*07Tj>c8l8~O""~",strong,1000000.0000000001
D%n;!CmY8MIABl={+e*[,strong,10000000000.0000000001
direction189#,weak,0.002073
until616,weak,0.0000214
c[[-|lY49U-J$,strong,1000.0000000001
NLK>%^N8/lt;,strong,100.0000000001
name290,weak,0.0000222
dJ)gOOeuyL9_6#jH=!=,strong,1000000000.0000000001
d<'N]JAPZYZ:SA,strong,10000.0000000001
not727,weak,0.000011
matter359,weak,0.00004046730666666666634228022304
second966@,weak,0.000159
early673!,weak,0.000191
"t>Fm$ms3""=MB?ClQi",strong,10000000.0000000001
#QvL2E%(N@h,strong,10.0000000001
test120!,weak,0.00010112
value794,weak,0.0001712
politics220,weak,0.000201
T1c<-'U1`9I]KU>g@%lY,strong,10000000000.0000000001
%528i`~>o3:z/GnK5Z,strong,100000000.0000000001
3fq[E@|WWin&x@tWdgmY,strong,10000000000.0000000001
position314#,weak,0.000689
Z2.OL!LlIx,medium,1.0000000001
vote407!,weak,0.001853
<zOlM&W!S6,medium,1.0000000001
human746@,weak,0.000787
wU#R&F+{dR,medium,1.0000000001
strong444#,weak,0.001141
message135#,weak,0.001165
"mNuH}P!.S(4sMK`""Qq$",strong,1000000000.0000000001
&f6<MXJct%.SD7(vr,strong,10000000.0000000001
%3P}4~CdQ,medium,0.1000000001
"`GVIG^~P:Xa7,T",strong,10000.0000000001
C*jq@Erk?@,medium,1.0000000001
"k_>Y+A1i=($p~1""",strong,100000.0000000001
support408,weak,0.0000532
*%pkqM{*'J]^aC=%,strong,1000000.0000000001
each184@,weak,0.000249
industry400#,weak,0.000987
surface405,weak,0.00016
g=U();4vY,medium,0.1000000001
but838#,weak,0.000101
agency310@,weak,0.002081
than718,weak,0.0000164
it367,weak,0.0000100001
Kk]?n~\<Hr8u:,strong,1000.0000000001
ZEH9}qmg<ekI#u2Mok,strong,100000000.0000000001
d+?/Im]gOEv6I15!L,strong,10000000.0000000001
"3KEM$qSAR8-B7)7cXW,",strong,1000000000.0000000001
U$jFU1IEqac|@F'&j,strong,10000000.0000000001
another54!,weak,0.0000362
&_3pIrxO;T,medium,1.0000000001
fill316,weak,0.000157
especially764!,weak,0.001039
eNz@1gRf~<):VE)zm,strong,10000000.0000000001
]s?sEP:N7@+B6,strong,1000.0000000001
raise924#,weak,0.001875
open146,weak,0.0000616
"5_]l):<3^V""j",strong,100.0000000001
strategy755#,weak,0.003729
condition377#,weak,0.001843
end80!,weak,0.0000294
hear142@,weak,0.000329
0}KkzLjzo7Y^[3<wpE,strong,100000000.0000000001
throw580#,weak,0.000985
most600#,weak,0.000103
NNdO4Qt!1gB.d,strong,1000.0000000001
almost121!,weak,0.000707
"{Y3~qEd~!7&<k""Zn48",strong,100000000.0000000001
"O|'gA%=Kng,`^",strong,1000.0000000001
"t""}3a%I>5m",medium,1.0000000001
ask739,weak,0.000038
0*-R|k69`mh.:R]bD~w(,strong,10000000000.0000000001
memory484@,weak,0.001579
)8ZgdZMS!:/3Xi2H;]',strong,1000000000.0000000001
4>3HHaC8R'6_~,strong,1000.0000000001
war268#,weak,0.000169
\KU76*[{|pxmC,strong,1000.0000000001
.j`:sq-&']Yhl4Cj&&,strong,100000000.0000000001
$Zh]MUue%;V,strong,10.0000000001
"bE~Q""8Wk6pJ3YS",strong,10000.0000000001
u}kof-xGhquo>//;,strong,1000000.0000000001
Q8.!z-@WxZQ`[a_Us_,strong,100000000.0000000001
drive438@,weak,0.000999
magazine808!,weak,0.000915
city306!,weak,0.000109
O]6jfGJ~uSdqH_VJU,strong,10000000.0000000001
everything11@,weak,0.0000256
serious192@,weak,0.000753
sell641!,weak,0.001545
cover524#,weak,0.0005174
"2D:U;;nv5L'P:B""^m",strong,10000000.0000000001
s(.Svn'7wQRw@,strong,1000.0000000001
rule75#,weak,0.0001726
de5KoL`=21S=J,strong,776.800001
choice859!,weak,0.000953
assume333@,weak,0.001899
free393!,weak,0.000679
dFR#y?YhW82r2@LGE,strong,10000000.0000000001
wall137!,weak,0.000979
husband558!,weak,0.000705
gk.6wSkqyuu8.0h4,strong,1000000.0000000001
lawyer495#,weak,0.001349
*^UR33|k5cAj|=K&,strong,1000000.0000000001
until965,weak,0.0000198115199999999998453859007
large403@,weak,0.000379
tnsi359f6d,medium,1.0000000001
PAHwE&pmmg,medium,1.0000000001
could219!,weak,0.000127
6YLutub.rh,medium,0.31
according365,weak,0.00004083615999999999967258190736
daughter496#,weak,0.000643
great935!,weak,0.000233
/\}+pcxiFZIA&,strong,1000.0000000001
wall736,weak,0.0000988
.f:b7%kP4-,medium,1.0000000001
material709#,weak,0.001493
poor480#,weak,0.001021
statement411,weak,0.0000241936
shoulder645,weak,0.000269
GOam*r:1KI,medium,1.0000000001
five497!,weak,0.000363
LUZD5.6t$UE_WW,strong,10000.0000000001
experience265!,weak,0.001609
"sM&D?C?\""zQyKxNR-}5",strong,1000000000.0000000001
smile307,weak,0.0001742
money522@,weak,0.000285
ZkA=C+O/f2_(j.-S,strong,1000000.0000000001
grow269@,weak,0.001849
difficult10@,weak,0.0001462
identify600,weak,0.000482
thank540,weak,0.0000068
prove71,weak,0.0000126
wasg9UbmPD,medium,0.100001
newspaper715,weak,0.000179
"~&8"";]rXLX8y!-xR4",strong,10000000.0000000001
question334,weak,0.0000672
box630@,weak,0.0010000001
gTv6@MnKBb9>(e)w077S,strong,10000000000.0000000001
p?'f086_8LQW,strong,100.0000000001
source904#,weak,0.001405
%G)CXSWB,weak,0.0100000001
cOP~*XUFNzc'cSqfAX`,strong,1000000000.0000000001
remember970#,weak,0.000311
certainly921!,weak,0.000939
I$8(}%<q)&^8=CQhM,strong,10000000.0000000001
act553,weak,0.00005108
IJ]}IveMS[,medium,1.0000000001
"e,BTu.QzP4C",strong,10.0000000001
",fJz4JlLCqb0BCMVEz\",strong,1000000000.0000000001
2Jl.sPiBRnN3~Y,strong,10000.0000000001
75H4m\rE}i|@yEfw,strong,1000000.0000000001
energy508@,weak,0.001149
somebody677#,weak,0.000535
dream899,weak,0.000102
c9Ul)W&ReiLYDcs4\n,strong,100000000.0000000001
"A&""BqwN1d?",medium,1.0000000001
YsqX5keJ$5obvBQ{z,strong,10000000.0000000001
"GX'3<uXf/>""6k",strong,1000.0000000001
ZEo|?*50lvn+,strong,100.0000000001
"(a:r2,Iq",weak,0.0100000001
network602@,weak,0.000851
86QUJ2SJwgF(+a@e,strong,1000000.0000000001
[}S-!O$.F.uqX)A,strong,100000.0000000001
81m`TvvEk3lD&(*Q.,strong,4680000.01
enough111@,weak,0.000353
interview172!,weak,0.002579
"-,IUo!cOKZ:'A!xv}%?",strong,1000000000.0000000001
success157,weak,0.00005208618666666666624678327934
7h`B'Eaz\Cg{VCZ,strong,100000.0000000001
{46]nr5yI30~$`Dk>,strong,10000000.0000000001
aZK_jGZr&E263x/lfFn4,strong,10000000000.0000000001
#WxofpHH2G!L*%\,strong,100000.0000000001
`~*z_}vp}1&ZeK9a,strong,1000000.0000000001
perhaps932!,weak,0.001071
c2!zb~02i<$rI!,strong,10000.0000000001
"1LCTrhegZW9,h5eFT2OQ",strong,10000000000.0000000001
X9VEb.Ld]FKaI,strong,1000.0000000001
happy16#,weak,0.00001368
RWtkKl8(2X[ZF6,strong,10000.0000000001
^Ly[!4|ZH,medium,0.1000000001
uHhP~G9.#=+OY|'xsA+b,strong,10000000000.0000000001
qN]{JZ>qDNy7\,strong,1000.0000000001
"C7sASptJ4;HM*;.""^VN9",strong,10000000000.0000000001
whose973!,weak,0.001123
"``Q|o,tvK",medium,0.1000000001
.V(vypwoeb#K8wt'#r7`,strong,10000000000.0000000001
about574#,weak,0.000101
Kpc32RMM4ZQ,strong,10.0000000001
o.T5b=jC[y2>^w?,strong,100000.0000000001
(|v$Ye_#~eI,strong,10.0000000001
HUUH0ujJ*2e,strong,10.0000000001
"+$,#v^@DS6",medium,1.0000000001
pr|vKS1\Y@@,strong,10.0000000001
"Y!_r-y=.39!.5'k?,",strong,10000000.0000000001
accept679!,weak,0.001381
wall811,weak,0.0000988
z.4lWtquWs$\5,strong,1000.0000000001
when112!,weak,0.000101
:)X>:aO?k,medium,0.1000000001
"Er|z;2gCcQeywQQ,w:",strong,100000000.0000000001
75Va<UKe,weak,0.0100000001
dinner463!,weak,0.000701
WRUyqfpF6e'Y%dql8Jk,strong,1000000000.0000000001
six880@,weak,0.000491
ou+NGS[Tm:)qczFmm[K,strong,128000000.000001
ball975!,weak,0.000583
V<zG9y5i,weak,0.0100000001
9t9%)v5d~>-,strong,10.0000000001
W#gM@\iJ7#iZ&!EwU:wK,strong,10000000000.0000000001
Ee9`(eIMCs/6,strong,100.0000000001
situation296,weak,0.000105
performance850#,weak,0.000855
F:#na~9;uK~O~AU`M,strong,10000000.0000000001
X1tyeO^lOGLn,strong,100.0000000001
y&'6r\AjN8WG9%,strong,10000.0000000001
white184,weak,0.000011
language802@,weak,0.000641
]R5om}L+h#.,strong,10.0000000001
garden594#,weak,0.0007634
@;.+Gk(=1J^]aN3.Zsh+,strong,10000000000.0000000001
deal861,weak,0.0000492
"%Ve.C,""|=jj)R6Pg%K,",strong,1000000000.0000000001
try600,weak,0.0000364
_P.qi/=s7Z&Dj5-,strong,100000.0000000001
U|s?vSMM/dHD,strong,100.0000000001
from699,weak,0.000011
q):h[r3`*ad,strong,10.0000000001
=C))sVk1,weak,0.0100000001
gY;vHZBvLR6,strong,10.0000000001
pay385!,weak,0.000709
RDk}67Gi0@W,strong,10.0000000001
research185!,weak,0.000505
product50@,weak,0.0000312
wonder932@,weak,0.000977
c&tg-xA&Pte=Z9;o@2*/,strong,10000000000.0000000001
vH;3Kg\#}Hem,strong,100.0000000001
7`SiHC&%u,medium,0.064
evidence92!,weak,0.000129
police791,weak,0.0000698
animal908#,weak,0.000687
"SyG\J~H,.aFn&",strong,1000.0000000001
whether484!,weak,0.001361
yyF04P51jJd,strong,10.0000000001
>?Ro7'l1bJ-DEx,strong,10000.0000000001
{wvO0I-Qm#,medium,1.0000000001
other298#,weak,0.000101
zeGpuyC:lL+@x5I+05,strong,15600000.000001
at974,weak,0.0000100001
although855#,weak,0.000369
;k7mJ?vV,weak,0.0100000001
x)7SE05rXd,medium,1.0000000001
3l_J[}NE,weak,0.0100000001
administration77@,weak,0.0001364
live652!,weak,0.000501
game931@,weak,0.000243
find934@,weak,0.000217
among940,weak,0.0000464
$0sq$d)<D_,medium,1.0000000001
"`4.(\wnVuP$,e4~04S",strong,100000000.0000000001
only36#,weak,0.000011
"Zf{+m{,G",weak,0.0100000001
six601#,weak,0.000491
evening724#,weak,0.001119
knq`kj/F{],medium,0.156001
same240,weak,0.0000264
must223#,weak,0.000373
wind17#,weak,0.000198
career788,weak,0.0000248
final718,weak,0.0000386
often101!,weak,0.000431
G%Y\qqJx^VYRbE{}ZIY,strong,1000000000.0000000001
either177#,weak,0.000637
KEJh?Gzw2PCbMgN,strong,100000.0000000001
!P24%l!qSRn+lU',strong,100000.0000000001
@C}-8r[7r@9)eSTWEx(,strong,1000000000.0000000001
ability187!,weak,0.002047
other746@,weak,0.000101
q#zL(4v_2H$Uu&2[kI?f,strong,10000000000.0000000001
6vy{rI\(6~JGub$7Tr.L,strong,10000000000.0000000001
W#]zTiGA8,medium,0.1000000001
star108#,weak,0.000879
almost950#,weak,0.000707
AJKolMTp3N5,strong,10.0000000001
di`X{<j[u,medium,0.1000000001
pass937,weak,0.000003928
off699#,weak,0.000195
(qeHZ37(fcEjC,strong,1000.0000000001
anyone845,weak,0.00004968863999999999959982233122
tqhP~KRz4,medium,0.1000000001
<{IFYvUcIO,medium,1.0000000001
9KnZh_zGJkH+CzojWuO,strong,1000000000.0000000001
2c5rlBnTmj,medium,1.0000000001
}whzZK?gQEe,strong,10.0000000001
nearly141@,weak,0.001595
enjoy561@,weak,0.001291
direction139,weak,0.0002082
;Yy-7xz^~P7~?h:{2f=t,strong,10000000000.0000000001
before382@,weak,0.000179
2h?7W_V2Q,medium,0.1000000001
m[3sS<}LezGc%H,strong,10000.0000000001
garden483!,weak,0.002021
Vpa#.~cPN2,medium,1.0000000001
sound338@,weak,0.000869
